	12202								13001								13101								13202								22408								22702								24603								25004-1								30907								
	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	
01.04.2029	3133997.023	141.055	3169556.699	3071982.025	242.268	4.265	2.641	1.688	2855772.221	116.853	2885148.735	2801237.776	205.036	6.856	4.952	2.157	3758098.893	176.781	3804812.148	3685335.234	300.124	11.240	7.999	5.310	3180770.633	146.577	3220013.720	3121058.453	248.609	11.111	8.820	5.371	8771046.974	431.468	8878208.146	8593424.110	719.066	10.942	8.657	4.692	3676518.638	209.434	3733875.118	3597237.857	350.752	15.622	10.513	7.070	5574041.544	454.305	5676887.168	5444596.450	665.427	20.518	14.559	10.248	7865888.259	475.604	7993752.720	7687319.577	791.322	16.624	14.763	9.161	6597108.310	346.279	6688314.051	6455159.153	581.489	5.701	5.401	3.748	
21.04.2029	827184.495	37.282	836569.412	810793.308	64.014	4.266	2.599	1.648	754326.740	30.866	762088.368	739923.748	54.159	6.891	4.964	2.123	991446.676	46.592	1003779.525	972291.317	79.097	11.253	7.971	5.292	831142.243	38.231	841387.977	815581.859	64.837	11.097	8.801	5.355	2291362.809	112.594	2319336.614	2244976.872	187.711	10.929	8.643	4.681	955859.169	54.277	970758.237	935332.789	90.918	15.601	10.519	7.077	1460775.850	118.895	1487729.525	1426820.408	174.323	20.520	14.552	10.243	2070864.172	125.179	2104593.610	2023932.999	208.287	16.675	14.796	9.163	1718772.385	90.308	1742539.312	1681746.687	151.632	5.696	5.395	3.740	
01.07.2029	2886513.031	130.345	2919370.991	2829316.120	223.719	4.229	2.593	1.648	2666671.864	109.112	2694103.893	2615750.439	191.455	6.860	4.941	2.123	3509370.095	164.687	3552892.000	3441595.005	279.571	11.200	7.851	5.212	2915121.692	133.781	2950908.307	2860626.787	226.843	11.025	8.738	5.314	8095841.089	397.105	8194276.018	7931769.982	662.419	10.858	8.575	4.638	3353750.026	189.691	3405791.417	3281926.871	317.813	15.498	10.483	7.053	5178862.580	420.796	5274264.234	5058190.114	617.727	20.460	14.489	10.195	7344644.291	443.035	7463939.897	7178296.054	737.409	16.604	14.726	9.119	6038420.749	317.565	6122026.897	5908292.509	533.155	5.665	5.366	3.724	
21.07.2029	708003.486	31.958	716049.932	693966.938	54.856	4.247	2.567	1.621	654816.995	26.798	661557.582	642315.504	47.019	6.938	4.999	2.124	856789.261	40.211	867436.385	840261.626	68.261	11.235	7.875	5.229	701982.571	32.167	710597.038	688892.670	54.537	11.018	8.730	5.308	1944081.797	95.326	1967714.564	1904687.989	159.033	10.855	8.575	4.643	804837.618	45.423	817323.247	787655.671	76.111	15.492	10.463	7.038	1248777.680	101.395	1271793.989	1219677.377	148.925	20.479	14.493	10.198	1793352.721	108.441	1822588.207	1752719.785	180.426	16.698	14.795	9.137	1457732.172	76.678	1477909.950	1426304.473	128.731	5.672	5.372	3.725	
01.10.2029	2525614.495	114.115	2554354.508	2475530.478	195.838	4.233	2.565	1.621	2362126.152	96.676	2386445.247	2317029.352	169.624	6.954	5.015	2.136	3042674.316	142.669	3080457.095	2984042.100	242.187	11.223	7.911	5.252	2476795.542	113.226	2507092.482	2430714.360	191.935	10.963	8.713	5.321	6920365.857	338.873	7004233.348	6780020.503	565.592	10.802	8.538	4.649	2849191.030	160.169	2893245.188	2788590.136	268.425	15.417	10.460	7.038	4489268.297	363.892	4571935.061	4384465.547	535.119	20.446	14.449	10.165	6462593.215	390.180	6567839.267	6316335.307	649.347	16.671	14.762	9.110	5228677.567	275.048	5301055.349	5115946.244	461.761	5.671	5.372	3.729	
21.10.2029	868316.895	39.406	878249.358	851074.505	67.565	4.176	2.530	1.597	808003.602	33.058	816312.620	792572.777	58.007	6.807	4.889	2.092	1077535.248	50.289	1090829.568	1056850.071	85.354	11.111	7.752	5.145	883651.129	40.327	894435.069	867237.405	68.351	10.923	8.639	5.244	2456107.746	119.907	2485802.519	2406338.226	200.330	10.760	8.476	4.564	1003922.561	56.256	1019403.484	982634.456	94.290	15.356	10.392	6.988	1583132.448	128.057	1612223.354	1546065.644	188.593	20.370	14.397	10.126	2214755.210	132.531	2250536.644	2164902.084	220.853	16.468	14.608	9.066	1975189.636	104.030	2002567.317	1932572.527	174.625	5.639	5.317	3.619	
01.01.2030	3033840.800	138.131	3068763.343	2973619.427	236.682	4.109	2.519	1.597	2854821.293	116.852	2884164.196	2800265.473	205.018	6.691	4.792	2.065	3724034.796	173.204	3769615.824	3652605.700	293.925	10.973	7.713	5.121	3128147.115	142.447	3166130.465	3070085.568	241.394	10.835	8.575	5.216	8787107.283	428.029	8892811.042	8608816.036	715.638	10.673	8.393	4.513	3585023.862	199.979	3639964.284	3509209.594	335.227	15.216	10.298	6.921	5688688.179	458.952	5792863.016	5554939.770	677.141	20.247	14.297	10.050	7854388.816	467.171	7980353.910	7678034.009	779.143	16.284	14.450	8.993	7005315.488	369.556	7102693.978	6854128.541	620.226	5.572	5.254	3.585	
21.01.2030	833956.940	38.092	843573.482	817367.275	65.226	4.091	2.477	1.560	784349.880	32.137	792411.318	769346.715	56.371	6.668	4.767	2.044	1018688.101	47.252	1031140.897	999224.308	80.175	10.952	7.760	5.153	861062.870	39.122	871504.670	845134.521	66.284	10.813	8.569	5.223	2430514.653	118.127	2459714.151	2381242.917	197.650	10.650	8.369	4.492	988236.690	54.881	1003356.438	967461.486	92.007	15.180	10.250	6.885	1577506.904	126.994	1606375.367	1540350.360	187.655	20.223	14.274	10.033	2165242.274	128.241	2199922.347	2116848.934	213.997	16.252	14.421	8.978	1920822.029	101.497	1947541.996	1879298.291	170.311	5.555	5.238	3.572	
01.04.2030	2861603.349	130.981	2894757.713	2804714.280	224.189	4.042	2.468	1.560	2716966.697	111.401	2744889.859	2664962.086	195.372	6.600	4.713	2.034	3540186.771	163.901	3583276.825	3472583.567	278.072	10.877	7.660	5.087	2989445.295	135.570	3025533.901	2934176.730	229.657	10.734	8.499	5.178	8467087.226	410.862	8568356.632	8295196.286	687.816	10.573	8.301	4.450	3422064.411	189.392	3474135.088	3350236.880	317.531	15.059	10.120	6.788	5514171.400	443.158	5614856.382	5383950.501	655.602	20.143	14.200	9.977	7540456.732	445.259	7660742.049	7372110.209	743.276	16.152	14.326	8.921	6685969.201	353.737	6779202.507	6541422.789	593.482	5.501	5.187	3.545	
21.04.2030	752460.758	34.488	761177.030	737479.825	59.014	4.044	2.437	1.531	717787.734	29.429	725164.728	704049.320	51.613	6.632	4.726	2.008	928512.815	42.938	939821.722	910825.429	72.843	10.888	7.702	5.115	778765.359	35.248	788159.389	764413.087	59.700	10.721	8.495	5.182	2209482.932	107.109	2235890.666	2164642.105	179.369	10.560	8.286	4.432	893983.817	49.309	907574.736	875311.405	82.674	15.039	10.150	6.813	1444910.589	115.967	1471294.138	1410762.413	171.722	20.144	14.193	9.971	1987080.531	117.253	2018827.430	1942807.385	195.749	16.190	14.352	8.927	1728074.286	91.530	1752176.813	1690665.383	153.545	5.496	5.182	3.540	
01.07.2030	2640136.459	121.156	2670806.880	2587596.310	207.265	4.015	2.432	1.531	2540220.964	104.170	2566327.622	2491592.374	182.684	6.608	4.708	2.008	3281093.148	151.582	3320969.813	3218612.446	257.141	10.851	7.695	5.112	2733830.582	123.532	2766683.352	2683482.448	209.194	10.655	8.461	5.180	7787270.976	377.181	7880001.671	7628992.288	631.818	10.496	8.239	4.427	3134475.613	172.402	3181922.509	3069104.104	289.063	14.945	10.121	6.796	5124155.653	410.754	5217585.464	5002843.386	608.750	20.093	14.137	9.929	7047782.312	415.239	7160136.605	6890829.728	693.348	16.136	14.303	8.903	6059622.313	321.192	6144255.307	5928436.558	538.766	5.466	5.157	3.537	
21.07.2030	647901.847	29.718	655415.228	635001.278	50.844	4.033	2.408	1.505	623582.903	25.542	629992.234	611658.608	44.806	6.685	4.766	2.011	795607.470	36.766	805296.994	780470.122	62.370	10.887	7.696	5.112	656140.863	29.608	664023.184	644086.210	50.132	10.649	8.448	5.166	1870950.096	90.602	1893224.830	1832923.630	151.779	10.492	8.233	4.415	746841.845	40.996	758144.868	731315.567	68.737	14.941	10.160	6.827	1235595.780	98.991	1258137.789	1206347.145	146.765	20.113	14.143	9.933	1719029.482	101.524	1746536.074	1680726.229	169.474	16.228	14.368	8.915	1454245.704	77.099	1474550.448	1422747.570	129.323	5.473	5.163	3.539	
01.10.2030	2327620.852	106.783	2354634.995	2281288.117	182.687	4.025	2.407	1.505	2253813.665	92.280	2276980.399	2210732.405	161.894	6.710	4.789	2.022	2896870.181	133.786	2932125.089	2841787.475	226.947	10.874	7.677	5.099	2343740.486	105.619	2371814.519	2300708.627	178.812	10.599	8.429	5.173	6707441.147	324.614	6787084.530	6570966.594	543.909	10.446	8.194	4.396	2684027.110	147.042	2724524.714	2628288.179	246.542	14.875	10.164	6.834	4445175.929	355.892	4526221.677	4339864.346	527.890	20.091	14.107	9.906	6206495.157	366.538	6305757.062	6068159.405	611.861	16.215	14.351	8.901	5238649.440	277.727	5311792.498	5125186.654	465.848	5.473	5.163	3.539	
21.10.2030	797535.543	36.749	806840.932	781639.395	62.815	3.972	2.375	1.483	771082.651	31.654	779007.544	756307.926	55.497	6.565	4.665	1.981	1005266.613	46.228	1017427.336	986223.417	78.399	10.770	7.562	5.025	822806.559	36.990	832641.380	807748.671	62.608	10.561	8.375	5.122	2360976.145	113.946	2388947.588	2312973.618	191.104	10.406	8.147	4.340	947917.940	51.714	962181.333	928331.604	86.706	14.816	10.006	6.710	1566754.751	125.106	1595258.096	1529525.778	185.904	20.014	14.056	9.867	2129543.915	124.524	2163319.903	2082430.884	208.097	16.012	14.189	8.842	1850759.228	98.231	1876632.658	1810646.806	164.748	5.446	5.134	3.512	
01.01.2031	2795168.069	129.158	2827975.014	2739490.794	220.649	3.914	2.365	1.483	2724275.244	111.989	2752284.229	2672020.005	196.281	6.451	4.572	1.957	3489557.451	160.009	3531445.305	3423470.151	271.305	10.636	7.510	4.995	2931042.395	131.508	2965911.332	2877441.801	222.541	10.479	8.303	5.080	8457052.565	407.394	8556775.111	8284877.395	683.691	10.323	8.068	4.282	3355549.205	182.346	3405736.886	3286374.328	305.713	14.688	9.917	6.647	5630035.898	448.413	5732108.041	5495750.019	667.467	19.894	13.959	9.793	7548642.059	438.773	7667503.449	7382156.700	733.685	15.839	14.046	8.780	6617189.185	351.770	6709966.001	6473745.721	589.864	5.385	5.076	3.480	
01.04.2031	3408798.803	158.156	3449039.006	3340848.310	269.970	3.859	2.326	1.453	3341459.288	137.589	3375832.333	3277287.619	241.053	6.365	4.496	1.927	4284140.508	195.701	4335299.308	4203293.563	331.730	10.545	7.526	5.009	3610033.833	161.478	3652750.887	3544180.777	273.163	10.385	8.248	5.066	10475656.202	503.179	10598526.916	10262190.406	845.272	10.229	7.977	4.210	4127162.560	222.730	4188465.534	4042665.918	373.364	14.542	9.884	6.630	7016538.780	556.860	7143379.300	6848551.379	830.862	19.793	13.864	9.721	9300728.726	537.083	9446383.138	9096700.809	898.594	15.711	13.929	8.706	8095980.912	431.489	8209852.921	7920255.920	723.332	5.320	5.014	3.440	
01.07.2031	3152792.516	146.547	3190084.531	3089901.604	250.064	3.840	2.292	1.422	3115269.490	128.295	3147313.397	3055431.108	224.762	6.375	4.490	1.895	3960989.183	180.622	4008228.903	3886419.676	306.127	10.523	7.492	4.987	3298958.439	147.176	3337832.196	3238928.208	248.894	10.311	8.197	5.046	9612683.597	460.991	9724989.926	9416595.535	774.825	10.159	7.923	4.196	3756772.145	201.625	3812296.584	3680322.716	337.926	14.439	9.890	6.640	6499371.027	514.552	6616705.107	6343446.252	768.989	19.747	13.805	9.676	8672551.388	499.888	8808320.662	8482755.961	836.490	15.703	13.910	8.689	7404301.469	395.304	7508621.584	7243407.248	662.543	5.286	4.980	3.418	
01.10.2031	2764036.866	128.414	2796675.599	2708873.674	219.143	3.856	2.278	1.405	2751287.936	113.148	2779571.631	2698490.895	198.292	6.475	4.569	1.908	3468292.395	158.083	3509701.099	3403098.509	267.916	10.542	7.391	4.920	2814342.020	125.270	2847405.494	2763261.950	211.789	10.258	8.144	5.008	8225226.650	394.193	8321072.085	8057275.126	662.699	10.113	7.895	4.209	3192116.830	170.616	3239144.187	3127479.518	285.908	14.372	9.788	6.563	5619333.247	444.294	5720784.857	5484449.935	664.574	19.749	13.777	9.655	7627880.506	440.522	7747686.393	7460875.180	737.034	15.779	13.940	8.674	6450149.872	344.552	6541014.961	6309877.725	577.445	5.288	4.978	3.402	
01.01.2032	3362252.007	157.127	3402391.631	3295182.822	267.835	3.755	2.232	1.378	3348920.416	138.199	3383418.527	3284525.496	241.996	6.224	4.356	1.839	4217361.598	191.053	4267086.926	4138355.168	323.623	10.322	7.376	4.920	3526290.306	156.427	3567455.208	3462458.689	264.353	10.145	8.063	4.972	10383123.482	495.397	10503327.676	10171022.673	834.137	9.995	7.775	4.104	4013700.317	212.955	4072328.814	3932996.021	356.728	14.198	9.731	6.528	7117184.610	560.050	7244956.524	6945335.314	840.300	19.557	13.633	9.546	9237270.212	526.292	9380196.188	9036850.514	881.398	15.433	13.693	8.570	8160869.177	436.981	8276354.857	7983360.241	732.152	5.201	4.889	3.333	
01.01.2033	12494629.061	588.705	12646421.929	12245903.957	1001.916	3.601	2.119	1.296	12524828.863	518.543	12654363.683	12283792.649	907.304	5.983	4.140	1.732	16408309.292	735.949	16597827.310	16102732.955	1245.385	9.954	6.918	4.642	13728410.567	603.893	13885483.177	13480926.112	1019.402	9.781	7.673	4.683	40053284.925	1894.048	40507931.821	39231501.813	3199.175	9.634	7.379	3.722	12887219.765	673.117	13071692.134	12631765.589	1126.366	13.794	13.829	0.000	27377574.873	2135.084	27864007.781	26709674.827	3221.698	19.211	13.296	9.291	35271508.838	1978.395	35807019.492	34514088.192	3315.805	15.010	13.268	8.278	30016389.872	1617.511	30446586.984	29363490.846	2708.176	4.970	4.672	3.214	
01.01.2034	11679440.288	558.338	11823553.094	11445637.341	947.607	3.470	2.010	1.217	11867446.295	493.390	11990823.921	11638824.885	862.443	5.770	3.946	1.621	15108975.955	670.356	15280774.561	14830772.061	1132.937	9.666	6.805	4.593	12499721.435	543.442	12640305.969	12277396.586	915.720	9.459	7.505	4.637	38212384.087	1788.905	38638854.568	37426912.785	3032.624	9.309	7.082	3.556	0.000	0.000	0.000	0.000	0.000	13.353	13.387	0.000	26980216.661	2076.027	27454693.230	26315140.259	3158.429	18.878	12.974	9.048	33392523.732	1836.034	33890637.619	32689149.842	3078.436	14.632	12.957	8.112	28025690.928	1523.470	28432343.228	27414097.176	2548.207	4.766	4.468	3.073	
01.01.2035	11049569.959	539.657	11187833.577	10825274.498	912.266	3.357	1.911	1.145	11302966.671	471.714	11421220.317	11085198.953	823.823	5.573	3.769	1.528	19148843.480	830.072	19358646.329	18804771.240	1398.078	8.934	4.576	2.608	17300225.415	740.444	17490534.015	16998558.852	1244.225	9.018	5.920	2.652	36303196.657	1683.063	36701200.887	35555167.724	2863.508	8.948	6.760	3.406	0.000	0.000	0.000	0.000	0.000	12.824	12.856	0.000	26639405.130	2022.677	27102946.968	25976749.477	3101.266	18.544	12.656	8.805	36293254.131	1934.956	36817989.396	35551698.140	3242.152	13.992	12.086	7.317	26268892.507	1439.218	26654289.559	25693954.479	2405.143	4.594	4.311	2.989	
01.01.2036	10597408.454	527.069	10731673.963	10379755.445	888.088	3.260	1.818	1.077	10817671.041	452.959	10931662.648	10609426.004	790.465	5.391	3.608	1.435	17892653.155	768.546	18085750.688	17574426.705	1292.375	8.601	4.354	2.479	16343041.174	692.599	16519972.746	16061471.376	1161.542	8.673	5.635	2.513	34453738.062	1586.630	34825646.317	33741521.949	2706.261	8.606	6.456	3.264	0.000	0.000	0.000	0.000	0.000	12.352	12.383	0.000	26332988.165	1976.508	26786581.446	25673144.023	3049.983	18.235	12.362	8.582	34738277.303	1813.497	35230713.206	34045513.878	3034.537	13.605	11.728	7.101	25102564.091	1383.618	25474498.412	24552439.838	2310.652	4.450	4.169	2.879	
01.01.2037	10254800.539	520.733	10386189.879	10040898.878	874.265	3.175	1.731	1.013	10353993.170	434.950	10463946.249	10154917.136	758.475	5.223	3.462	1.352	16861820.526	718.209	17041497.351	16565080.420	1205.792	8.292	4.140	2.352	15473024.057	651.501	15638309.990	15208134.204	1091.116	8.355	5.370	2.386	32844584.492	1504.357	33194540.119	32163760.407	2571.226	8.290	6.170	3.124	0.000	0.000	0.000	0.000	0.000	11.911	11.941	0.000	26085831.449	1935.195	26530611.968	25428039.459	3004.922	17.932	12.069	8.360	33386142.112	1710.166	33850368.117	32735146.827	2856.344	13.238	11.408	6.932	24371400.402	1350.575	24735904.789	23836893.952	2254.094	4.318	4.037	2.770	
01.01.2038	9819691.342	508.100	9946782.627	9611921.968	850.389	3.100	1.673	0.973	9854153.389	416.199	9959646.446	9664575.064	724.876	5.070	3.336	1.293	15841390.047	670.182	16008451.079	15565046.636	1123.601	8.008	3.955	2.255	14572551.719	610.021	14726525.446	14324738.802	1020.315	8.063	5.138	2.295	31164700.125	1419.564	31493287.404	30517831.422	2431.489	8.001	5.914	3.006	0.000	0.000	0.000	0.000	0.000	11.500	11.528	0.000	25685005.730	1882.556	26118567.175	25033966.177	2941.284	17.642	11.787	8.148	31930082.258	1607.640	32365829.002	31320390.410	2679.190	12.890	11.081	6.739	23425472.357	1305.032	23779314.141	22911591.986	2176.781	4.185	3.906	2.675	
01.01.2039	9470793.497	498.206	9594485.001	9267864.841	831.623	3.033	1.619	0.934	9441009.504	402.524	9542934.530	9258623.967	699.552	4.926	3.215	1.233	14975874.089	629.741	15132485.763	14716870.281	1054.417	7.740	3.767	2.147	13823122.866	575.520	13967897.410	13589760.691	961.386	7.792	4.911	2.193	29652695.223	1344.203	29962741.328	29036768.667	2306.765	7.735	5.691	2.901	0.000	0.000	0.000	0.000	0.000	11.113	11.141	0.000	25370142.655	1838.527	25794187.370	24724384.386	2888.401	17.366	11.522	7.949	30709659.482	1521.009	31121141.373	30135375.580	2528.305	12.557	10.780	6.580	22608529.879	1266.052	22953601.509	22112720.223	2110.527	4.050	3.766	2.554	
01.01.2040	9231702.768	491.872	9352975.772	9031793.314	819.416	2.992	1.574	0.897	9067232.241	390.889	9165978.648	8891086.410	677.640	4.790	3.099	1.172	14232060.190	595.533	14380396.860	13988197.416	996.023	7.619	3.769	2.059	13144978.262	544.462	13281708.001	12924855.160	908.351	7.540	4.704	2.108	28201006.652	1272.740	28493976.599	27615219.048	2187.984	7.487	5.480	2.793	0.000	0.000	0.000	0.000	0.000	10.752	10.778	0.000	25054256.677	1795.782	25468973.413	24414410.238	2835.738	17.101	11.268	7.756	29612457.595	1443.696	30002217.600	29070217.278	2392.811	12.238	10.484	6.419	21982288.942	1237.640	22321461.195	21500391.990	2061.903	3.915	3.641	2.487	
01.01.2041	9155860.179	492.192	9276884.037	8956370.537	818.840	2.948	1.523	0.856	8740024.285	380.697	8836044.265	8569394.791	658.462	4.665	2.992	1.119	13296437.631	554.445	13434226.630	13069656.538	926.550	7.375	3.906	1.962	12551638.476	517.641	12681528.495	12342981.742	862.655	7.305	4.509	2.014	26954837.367	1211.136	27233530.047	26395389.252	2085.791	7.257	5.280	2.687	0.000	0.000	0.000	0.000	0.000	10.411	10.437	0.000	24808421.091	1758.301	25215102.989	24173291.002	2790.472	16.843	11.021	7.568	28639296.704	1375.053	29009757.126	28125995.563	2271.667	11.932	10.199	6.267	21062818.082	1191.858	21390961.951	20601113.434	1984.495	3.798	3.524	2.395	
01.01.2042	8936970.435	485.497	9055878.297	8740730.677	806.442	2.902	1.480	0.825	8403258.475	369.457	8496384.193	8238535.724	637.722	4.549	2.893	1.071	11953506.260	497.641	12076892.605	11749913.726	831.307	7.158	3.947	1.878	11912730.429	490.296	12035567.186	11715233.991	816.655	7.085	4.344	1.931	25671134.483	1151.660	25935688.672	25138070.226	1984.604	7.042	5.104	2.619	0.000	0.000	0.000	0.000	0.000	10.093	10.118	0.000	24442667.113	1714.117	24839613.386	23815808.674	2732.628	16.600	10.792	7.395	27596009.788	1307.030	27947012.187	27110719.908	2152.320	11.638	9.923	6.118	20294516.229	1153.375	20613630.288	19849990.381	1919.474	3.689	3.420	2.318	
01.01.2043	8765361.243	480.772	8882676.267	8571492.875	797.477	2.861	1.439	0.794	8121910.849	360.189	8212690.733	7962138.758	620.570	4.441	2.801	1.025	11094042.808	461.079	11208274.294	10905558.617	769.914	6.966	3.909	1.796	11346151.089	467.460	11462886.487	11157305.501	778.837	6.880	4.185	1.848	24563279.914	1100.964	24815925.625	24053065.530	1897.932	6.840	4.931	2.534	0.000	0.000	0.000	0.000	0.000	9.792	9.816	0.000	24138378.091	1674.001	24526701.170	23518799.987	2680.769	16.361	10.563	7.224	26666070.023	1247.937	26999946.483	26204932.587	2048.611	11.366	9.679	5.980	19519745.332	1118.634	19829626.075	19090325.858	1859.866	3.579	3.312	2.235	
01.01.2044	8641029.891	477.831	8757253.269	8448718.895	791.678	2.827	1.397	0.761	7884347.722	352.366	7973161.529	7728767.172	606.097	4.348	2.720	0.981	10426266.289	432.804	10533468.279	10249478.462	722.487	6.781	3.819	1.712	10835045.605	446.934	10946411.044	10654068.121	744.873	6.686	4.024	1.758	23504907.509	1052.282	23746481.516	23016905.648	1814.888	6.651	4.776	2.454	0.000	0.000	0.000	0.000	0.000	9.508	9.531	0.000	23813444.196	1632.564	24192931.493	23202232.307	2626.025	16.127	10.337	7.055	25678458.655	1187.995	25995200.196	25241806.988	1943.909	11.107	9.441	5.828	18625931.240	1088.190	18924257.797	18208130.246	1805.165	3.480	3.218	2.170	
01.01.2045	8578467.517	477.597	8694368.407	8386596.244	790.540	2.796	1.357	0.729	7689201.911	345.950	7776467.599	7537124.160	594.229	4.262	2.648	0.938	9894452.975	410.667	9996141.419	9726695.129	685.510	6.607	3.722	1.638	10406432.815	429.709	10513400.986	10232174.627	716.361	6.504	3.873	1.678	22595443.342	1010.086	22827730.072	22126872.602	1743.168	6.473	4.630	2.383	0.000	0.000	0.000	0.000	0.000	9.239	9.262	0.000	23571348.806	1599.062	23943575.768	22966596.914	2582.032	15.908	10.131	6.901	24799459.892	1134.979	25101008.352	24384557.551	1851.091	10.860	9.230	5.708	18021391.449	1072.644	18312656.438	17609677.267	1775.473	3.381	3.120	2.096	
01.01.2046	8473591.795	474.764	8588565.859	8283182.799	785.161	2.767	1.319	0.699	7463220.307	337.896	7548535.816	7315310.173	579.640	4.183	2.580	0.899	9379635.136	389.307	9476077.937	9220644.489	649.857	6.434	3.601	1.563	9954839.173	411.468	10057270.083	9787848.627	686.126	6.333	3.724	1.597	21604277.113	964.416	21826631.303	21156964.660	1665.335	6.305	4.495	2.320	0.000	0.000	0.000	0.000	0.000	8.985	9.007	0.000	23193481.947	1556.593	23556399.970	22599089.366	2522.842	15.691	9.925	6.749	23857230.396	1080.560	24143388.166	23464529.281	1756.436	10.622	9.009	5.573	17462215.075	1056.768	17746591.193	17056596.623	1745.745	3.300	3.032	2.020	
01.01.2047	8398618.468	473.337	8513030.494	8209079.417	782.176	2.740	1.284	0.670	7284960.763	331.761	7368833.124	7140337.486	568.432	4.107	2.515	0.860	8998614.576	373.506	9091272.562	8846204.734	623.483	6.260	3.451	1.487	9586483.343	396.603	9685308.523	9425504.828	661.490	6.169	3.580	1.519	20757717.279	925.606	20971775.042	20328681.012	1599.063	6.147	4.363	2.256	0.000	0.000	0.000	0.000	0.000	8.743	8.765	0.000	22879642.977	1518.458	23234270.875	22294364.405	2470.060	15.472	9.708	6.589	23039782.512	1033.309	23312523.785	22666458.163	1673.986	10.392	8.808	5.462	17414313.019	1067.435	17699600.475	17004656.528	1760.673	3.237	2.967	1.968	
01.01.2048	8345630.342	472.651	8459646.943	8156558.984	780.532	2.721	1.251	0.643	7119689.855	325.970	7202205.343	6978138.274	557.905	4.039	2.454	0.823	8720634.230	361.995	8810644.300	8573122.527	604.277	6.090	3.264	1.415	9232913.368	382.298	9328339.845	9077805.979	637.762	6.016	3.457	1.453	20098326.701	895.070	20306127.653	19683830.007	1547.142	5.998	4.222	2.165	0.000	0.000	0.000	0.000	0.000	8.515	8.536	0.000	22572767.672	1482.225	22919581.416	21996770.751	2419.056	15.274	9.514	6.446	22264897.944	989.172	22525237.316	21909774.831	1597.033	10.174	8.619	5.361	17372555.974	1075.996	17658679.923	16959817.752	1772.582	3.181	2.904	1.911	
01.01.2049	8376220.996	475.655	8490751.106	8185969.806	785.211	2.716	1.225	0.617	6994351.423	321.773	7075894.516	6855100.499	550.189	3.979	2.405	0.799	8515289.561	353.522	8603470.465	8371496.035	590.149	5.924	3.074	1.347	8903394.697	368.945	8995708.362	8753835.090	615.605	5.872	3.342	1.392	19400365.615	863.052	19601584.967	19001198.997	1492.493	5.858	4.105	2.109	0.000	0.000	0.000	0.000	0.000	8.298	8.318	0.000	22329426.358	1450.746	22669380.789	21761240.711	2374.996	15.071	9.310	6.296	21585101.451	951.484	21834515.675	21245006.730	1531.656	9.961	8.419	5.244	17334232.293	1083.754	17621115.290	16918725.596	1783.345	3.131	2.846	1.858	
01.01.2050	8410052.983	478.017	8525223.213	8219007.308	789.016	2.705	1.199	0.593	6842852.069	316.182	6923117.614	6706504.228	540.158	3.920	2.351	0.767	8295739.853	344.600	8381990.024	8155813.908	575.329	5.768	2.867	1.277	8562515.332	355.329	8651623.011	8418517.537	593.094	5.736	3.229	1.329	18712134.774	831.354	18906924.989	18328186.700	1438.483	5.726	3.992	2.055	0.000	0.000	0.000	0.000	0.000	8.092	8.112	0.000	21988461.518	1414.729	22320460.362	21430694.453	2322.208	14.890	9.134	6.166	20886743.284	914.518	21125430.338	20560965.498	1468.281	9.759	8.234	5.137	17375947.674	1095.540	17664816.133	16956160.610	1800.906	3.085	2.790	1.804	
01.01.2051	8402731.906	479.019	8518086.694	8211485.236	790.361	2.689	1.171	0.570	6713782.844	311.575	6793020.025	6579899.385	531.827	3.861	2.298	0.733	8092984.009	337.410	8177514.689	7955680.187	563.821	5.621	2.658	1.209	8261614.534	343.654	8347946.659	8122249.105	573.937	5.607	3.120	1.269	18106918.561	803.379	18296174.002	17736504.142	1390.891	5.601	3.884	2.002	0.000	0.000	0.000	0.000	0.000	7.897	7.916	0.000	21708167.816	1383.912	22033264.582	21159239.154	2276.995	14.715	8.959	6.039	20203998.468	878.930	20432563.831	19892103.572	1407.464	9.570	8.069	5.030	17528427.021	1112.832	17820715.533	17102026.326	1827.795	3.054	2.748	1.757	
